Provinsi,Kabupaten_Kota,Tahun,Garis Kemiskinan (Rupiah/Kapita/Bulan),Indeks Pembangunan Gender,Indeks Pembangunan Manusia,Kepadatan Penduduk (Jiwa/km2),PDRB ADHK (Milyar Rupiah),Pengeluaran Per Kapita yang Disesuaikan (Rupiah/Kapita/Tahun),Persentase Penduduk Miskin (%),Persentase Rumah Tangga yang memiliki Akses Sanitasi Layak (%),Rata-Rata Lama Sekolah (Tahun),Umur Harapan Hidup (Tahun)
Kalimantan Utara,Nunukan,2021,479712.0,83.09,67.18,15.0,16342.24,7064.0,6.79,78.49,8.17,71.4
Kalimantan Utara,Nunukan,2022,519231.0,83.78,67.88,15.0,17199.22,7446.0,6.13,72.59,8.24,71.41
Kalimantan Utara,Nunukan,2023,556342.0,83.97,68.43,15.0,17931.79,7787.0,5.53,74.31,8.26,71.42
Kalimantan Utara,Nunukan,2024,597431.0,84.5,69.27,15.0,18654.57,8265.0,5.73,76.42,8.39,71.44
Kalimantan Utara,Tana Tidung,2020,425348.0,77.57,67.79,5.0,,7381.0,4.81,89.56,8.54,71.42
Kalimantan Utara,Tana Tidung,2021,440599.0,78.2,68.59,6.0,,7676.0,5.15,83.29,,71.49
Kalimantan Utara,Tana Tidung,2022,462898.0,78.78,69.45,6.0,4016.24,8012.0,4.45,70.89,8.97,71.51
Kalimantan Utara,Tana Tidung,2023,490400.0,78.99,70.06,6.0,,8386.0,4.62,90.67,,71.53
Kalimantan Utara,Tana Tidung,2024,518696.0,79.56,70.95,6.0,,8707.0,4.47,96.03,9.24,71.57
Kepulauan Riau,Bintan,2020,417654.0,93.12,76.04,121.0,13902.16,14482.0,6.36,77.36,9.19,70.38
Kepulauan Riau,Bintan,2021,424426.0,93.53,76.48,123.0,13933.49,14393.0,6.42,79.76,,70.46
Kepulauan Riau,Bintan,2022,447933.0,93.78,76.8,126.0,15000.72,14739.0,6.44,87.64,9.58,70.76
Kepulauan Riau,Bintan,2023,474674.0,93.93,77.5,126.0,16249.45,14882.0,,86.74,9.72,71.09
Kepulauan Riau,Bintan,2024,496764.0,94.05,77.96,128.0,17693.69,15078.0,5.44,87.93,9.61,71.21
Kepulauan Riau,Karimun,2020,411052.0,91.25,72.85,278.0,,11885.0,6.83,89.56,8.54,70.91
Kepulauan Riau,Karimun,2021,422961.0,91.0,73.11,284.0,9332.77,11879.0,6.85,92.88,8.62,71.11
Kepulauan Riau,Karimun,2022,446856.0,91.12,73.96,286.0,9741.85,12304.0,6.87,97.01,9.33,71.53
Kepulauan Riau,Karimun,2023,468332.0,91.33,74.7,280.0,10277.62,12756.0,5.95,96.85,9.18,72.01
Kepulauan Riau,Karimun,2024,492654.0,91.61,75.49,283.0,10940.58,13287.0,5.78,95.91,9.26,72.2
Kepulauan Riau,Kepulauan Anambas,2020,416877.0,90.27,71.5,80.0,11104.45,11875.0,6.56,23.95,,67.21
Kepulauan Riau,Kepulauan Anambas,2021,429475.0,90.3,71.86,83.0,11108.49,11950.0,,33.8,7.83,67.36
Kepulauan Riau,Kepulauan Anambas,2022,452220.0,91.14,72.15,80.0,11118.23,12137.0,7.51,,8.66,67.73
Kepulauan Riau,Kepulauan Anambas,2023,481718.0,91.25,72.8,78.0,11187.49,12495.0,6.95,30.46,8.45,68.1
Kepulauan Riau,Kepulauan Anambas,2024,504332.0,91.58,73.47,79.0,10553.18,12983.0,6.67,26.55,8.88,68.37
Kepulauan Riau,Kota Batam,2020,707856.0,94.43,81.81,1246.0,106029.7,18095.0,4.75,95.99,10.92,73.33
Kepulauan Riau,Kota Batam,2021,740109.0,94.51,81.82,1281.0,111069.0,18034.0,,97.83,11.13,73.36
Kepulauan Riau,Kota Batam,2022,783730.0,94.75,82.25,1227.0,118665.2,18506.0,5.19,89.2,10.94,73.62
Kepulauan Riau,Kota Batam,2023,854465.0,94.95,82.64,1214.0,127017.0,18990.0,,94.45,,73.94
Kepulauan Riau,Kota Batam,2024,903960.0,95.72,83.32,1234.0,135511.6,19668.0,4.85,94.1,11.19,74.28
Kepulauan Riau,Kota Tanjung Pinang,2020,691738.0,96.79,79.96,1575.0,13938.24,15498.0,9.37,85.59,10.53,72.1
Kepulauan Riau,Kota Tanjung Pinang,2021,719776.0,97.14,79.98,1614.0,14020.21,15439.0,9.57,84.47,10.26,72.18
Kepulauan Riau,Kota Tanjung Pinang,2022,764410.0,97.14,80.58,1595.0,14597.57,15864.0,9.85,91.71,10.83,72.49
Kepulauan Riau,Kota Tanjung Pinang,2023,771584.0,96.96,81.14,1562.0,15316.1,16213.0,7.95,92.69,10.89,72.85
Kepulauan Riau,Kota Tanjung Pinang,2024,798218.0,97.02,81.58,1579.0,15894.76,16663.0,6.68,91.51,10.73,73.02
Kepulauan Riau,Lingga,2020,472384.0,89.25,70.38,44.0,,11998.0,13.85,58.51,7.16,62.06
Kepulauan Riau,Lingga,2021,484088.0,89.73,70.82,44.0,2971.55,11938.0,13.93,68.18,7.95,62.39
Kepulauan Riau,Lingga,2022,507223.0,90.48,71.48,47.0,3082.79,12134.0,,65.51,7.99,62.92
Kepulauan Riau,Lingga,2023,540936.0,90.75,72.23,46.0,3215.39,12485.0,11.26,70.13,7.91,63.5
Kepulauan Riau,Lingga,2024,562906.0,91.12,73.05,46.0,3357.41,12906.0,9.99,69.85,7.97,63.73
Kepulauan Riau,Natuna,2020,408164.0,91.67,77.03,41.0,14642.75,14705.0,4.43,66.15,,65.06
Kepulauan Riau,Natuna,2021,420503.0,91.95,77.33,41.0,14645.4,14711.0,4.95,70.71,9.19,65.31
Kepulauan Riau,Natuna,2022,449302.0,91.86,77.59,43.0,14661.76,14834.0,5.32,76.45,9.41,65.76
Kepulauan Riau,Natuna,2023,480103.0,92.07,78.23,42.0,14786.1,15409.0,5.25,76.56,9.42,66.22
Kepulauan Riau,Natuna,2024,501927.0,91.82,78.6,43.0,14258.64,15560.0,,78.98,9.72,66.41
Lampung,Kota Bandar Lampung,2020,634743.0,93.86,78.78,6361.0,38632.2,12197.0,8.81,92.32,10.93,71.37
Lampung,Kota Bandar Lampung,2021,654576.0,93.93,78.93,6464.0,39838.17,12247.0,,95.45,10.95,71.42
Lampung,Kota Bandar Lampung,2022,698598.0,94.02,79.33,6586.0,41798.71,12593.0,8.21,89.07,10.96,71.66
Lampung,Kota Bandar Lampung,2023,761790.0,94.14,79.86,6543.0,43870.15,13092.0,7.77,92.85,10.97,71.91
Lampung,Kota Bandar Lampung,2024,787260.0,94.16,80.46,6609.0,46051.58,13667.0,7.37,89.33,10.99,72.24
Lampung,Kota Metro,2020,406351.0,95.55,78.69,2306.0,4235.0,11906.0,8.47,99.35,10.96,71.63
Lampung,Kota Metro,2021,417861.0,95.89,78.99,2321.0,4358.39,11916.0,8.93,94.64,10.97,71.66
Lampung,Kota Metro,2022,449415.0,95.9,79.38,2338.0,4554.76,12233.0,7.87,98.77,10.98,71.88
Lampung,Kota Metro,2023,480830.0,95.99,79.85,2375.0,4775.93,12618.0,7.28,98.89,11.0,72.12
Lampung,Kota Metro,2024,503161.0,95.99,80.41,2400.0,,13092.0,6.78,99.68,,72.44
Lampung,Lampung Barat,2020,443313.0,92.95,70.47,143.0,,9929.0,12.52,73.08,,67.58
Lampung,Lampung Barat,2021,457478.0,93.0,70.55,143.0,5051.88,9969.0,12.82,76.5,,67.65
Lampung,Lampung Barat,2022,495283.0,93.4,71.01,143.0,5256.95,10175.0,11.71,83.75,,67.9
Lampung,Lampung Barat,2023,530803.0,93.47,71.72,148.0,5502.92,10593.0,11.17,83.95,8.36,68.13
Lampung,Lampung Barat,2024,563531.0,93.52,72.41,150.0,5742.84,10965.0,10.68,84.4,8.56,68.4
Lampung,Lampung Selatan,2020,422328.0,89.6,70.36,480.0,29743.3,9875.0,,82.25,7.69,69.33
Lampung,Lampung Selatan,2021,439421.0,89.61,70.48,483.0,30517.4,9931.0,14.19,94.4,,69.42
Lampung,Lampung Selatan,2022,470857.0,89.78,70.95,487.0,31986.26,10266.0,13.14,94.29,7.72,69.69
Lampung,Lampung Selatan,2023,508494.0,89.96,71.55,498.0,33528.67,10617.0,12.79,95.58,7.77,69.97
Lampung,Lampung Selatan,2024,528226.0,90.09,72.15,503.0,35077.05,11133.0,12.57,96.4,7.78,70.32
Lampung,Lampung Tengah,2020,436777.0,89.87,71.97,321.0,47347.97,11219.0,11.82,66.89,7.58,69.84
Lampung,Lampung Tengah,2021,450232.0,89.94,72.04,325.0,48710.04,11259.0,11.99,79.37,7.59,69.87
Lampung,Lampung Tengah,2022,474289.0,90.11,72.59,330.0,50973.45,11710.0,10.96,81.25,7.64,70.08
Lampung,Lampung Tengah,2023,503645.0,90.02,73.39,332.0,53366.74,12195.0,10.65,80.2,7.81,70.29
Lampung,Lampung Tengah,2024,526313.0,90.21,74.16,334.0,55829.71,12595.0,10.37,82.55,7.97,70.55
Lampung,Lampung Timur,2020,398298.0,88.83,70.62,287.0,28931.29,9983.0,14.62,83.53,,70.73
Lampung,Lampung Timur,2021,411200.0,88.78,70.91,289.0,29001.37,10026.0,,86.29,7.77,70.78
Lampung,Lampung Timur,2022,433965.0,89.22,71.82,292.0,29587.41,10403.0,13.98,85.27,,71.01
Lampung,Lampung Timur,2023,465856.0,89.6,72.44,295.0,30625.3,10812.0,,84.16,8.14,71.25
Lampung,Lampung Timur,2024,497183.0,89.52,73.05,299.0,32039.52,11262.0,13.19,86.38,,71.53
Lampung,Lampung Utara,2020,441045.0,89.46,69.58,250.0,16269.34,8733.0,,79.69,8.21,69.21
Lampung,Lampung Utara,2021,451876.0,89.58,69.78,251.0,16727.89,8737.0,19.63,75.03,8.34,69.3
Lampung,Lampung Utara,2022,475290.0,89.74,70.19,239.0,17257.06,8951.0,18.41,80.82,8.35,69.57
Lampung,Lampung Utara,2023,510098.0,89.79,70.78,246.0,17985.8,9374.0,17.17,80.23,8.36,69.83
Lampung,Lampung Utara,2024,544994.0,89.97,71.42,247.0,18722.4,9837.0,16.92,77.74,8.38,70.13
Lampung,Mesuji,2020,423133.0,84.17,65.83,103.0,,7894.0,7.33,75.79,6.88,68.19
Lampung,Mesuji,2021,436653.0,84.37,66.24,104.0,7107.31,7980.0,7.54,78.98,,68.26
Lampung,Mesuji,2022,459977.0,84.47,67.12,106.0,7355.55,8466.0,6.84,84.63,,68.51
Lampung,Mesuji,2023,525183.0,84.63,67.79,108.0,7653.92,8947.0,6.73,81.14,,68.75
Lampung,Mesuji,2024,555729.0,85.11,68.59,110.0,8004.38,9454.0,6.31,83.31,7.21,69.04
Lampung,Pesawaran,2020,403441.0,87.2,67.7,374.0,11258.77,7892.0,14.76,77.28,,69.04
Lampung,Pesawaran,2021,420032.0,87.22,68.04,377.0,11493.29,7934.0,,83.73,7.71,69.15
Lampung,Pesawaran,2022,452521.0,87.77,68.55,381.0,12016.35,8192.0,13.85,86.2,7.77,69.44
Lampung,Pesawaran,2023,491249.0,88.04,69.46,386.0,12555.57,8633.0,12.89,88.73,7.99,69.74
Lampung,Pesawaran,2024,524588.0,88.32,70.24,388.0,13044.68,9190.0,11.86,87.85,8.0,70.13
Lampung,Pesisir Barat,2020,441917.0,93.21,68.43,54.0,,8457.0,14.29,70.42,,63.5
Lampung,Pesisir Barat,2021,460090.0,93.51,68.79,55.0,,8533.0,14.81,76.68,8.19,63.66
Lampung,Pesisir Barat,2022,496629.0,93.95,69.58,55.0,,8663.0,13.84,77.74,8.53,63.99
Lampung,Pesisir Barat,2023,545538.0,94.25,70.4,57.0,3331.35,9102.0,13.49,79.23,,64.29
Lampung,Pesisir Barat,2024,566040.0,94.48,71.04,59.0,3418.39,9550.0,12.64,84.09,8.73,64.69
Lampung,Pringsewu,2020,458627.0,92.33,72.04,660.0,7647.66,10262.0,9.97,84.64,8.38,70.08
Lampung,Pringsewu,2021,475983.0,92.29,72.14,662.0,,10302.0,,88.91,8.39,70.27
Lampung,Pringsewu,2022,511679.0,92.5,72.57,664.0,,10577.0,9.34,84.22,,70.65
Lampung,Pringsewu,2023,555787.0,92.68,73.11,682.0,8606.96,11016.0,9.14,88.72,8.42,71.05
Lampung,Pringsewu,2024,583425.0,93.03,73.84,688.0,9001.15,11543.0,8.32,86.7,8.53,71.21
Lampung,Tanggamus,2020,397984.0,91.13,68.58,221.0,10679.82,9250.0,11.68,69.81,7.22,68.56
Lampung,Tanggamus,2021,410510.0,90.98,68.79,223.0,10929.22,9266.0,11.81,68.96,7.34,68.67
Lampung,Tanggamus,2022,430697.0,91.1,69.32,225.0,11384.34,9557.0,10.98,63.99,7.35,68.95
Lampung,Tanggamus,2023,463925.0,91.27,69.93,228.0,11919.46,10038.0,10.52,67.82,7.36,69.23
Lampung,Tanggamus,2024,496000.0,91.42,70.54,227.0,12397.91,10524.0,10.28,70.82,7.38,69.56
Lampung,Tulang Bawang Barat,2020,432693.0,88.56,67.51,223.0,7747.24,8395.0,7.39,75.21,7.24,70.0
Lampung,Tulang Bawang Barat,2021,447327.0,88.96,67.76,224.0,7970.78,8422.0,8.32,75.33,7.39,70.03
Lampung,Tulang Bawang Barat,2022,476712.0,89.04,68.7,226.0,8328.39,8737.0,7.44,77.89,7.72,70.23
Lampung,Tulang Bawang Barat,2023,511418.0,89.01,69.38,231.0,8705.98,9162.0,7.25,77.09,7.79,70.42
Lampung,Tulang Bawang Barat,2024,544020.0,89.1,70.04,238.0,,9646.0,7.22,80.85,,70.64
Lampung,Tulangbawang,2020,438744.0,89.31,70.07,139.0,15614.89,10683.0,9.33,79.81,7.49,69.97
Lampung,Tulangbawang,2021,456567.0,89.56,70.28,139.0,16064.5,10735.0,9.67,84.83,7.55,70.01
Lampung,Tulangbawang,2022,486739.0,90.18,71.08,139.0,16685.48,11114.0,8.42,85.6,7.56,70.22
Lampung,Tulangbawang,2023,522396.0,90.26,71.56,143.0,17399.75,11552.0,,84.49,7.57,70.42
Lampung,Tulangbawang,2024,560324.0,90.33,72.24,145.0,18225.72,12122.0,7.88,86.97,7.65,70.56
Lampung,Way Kanan,2020,377712.0,88.19,69.33,129.0,9462.31,9102.0,,74.03,,69.4
Lampung,Way Kanan,2021,389088.0,88.32,69.46,130.0,,9173.0,,78.66,7.71,69.46
Lampung,Way Kanan,2022,409522.0,88.5,69.92,136.0,10165.6,9450.0,11.76,73.86,7.72,69.69
Lampung,Way Kanan,2023,433471.0,88.64,70.51,139.0,10635.97,9887.0,,78.48,7.74,69.91
Lampung,Way Kanan,2024,464717.0,88.75,71.17,141.0,11130.37,10439.0,10.43,81.38,7.75,70.16
Maluku,Buru,2020,492055.0,90.22,70.55,27.0,1564.1,10316.0,16.64,70.48,8.52,66.41
Maluku,Buru,2021,503254.0,90.69,70.93,28.0,1610.53,10347.0,17.28,69.35,8.79,66.44
Maluku,Buru,2022,530858.0,91.0,71.52,28.0,1696.49,10414.0,15.82,71.93,8.99,66.72
Maluku,Buru,2023,584277.0,91.17,72.11,29.0,1764.65,10879.0,16.53,72.05,,67.03
Maluku,Buru,2024,610346.0,91.82,72.55,29.0,1841.88,11261.0,,91.55,,67.21
Maluku,Buru Selatan,2020,628659.0,86.39,66.14,20.0,892.0,7566.0,15.75,61.32,7.94,66.27
Maluku,Buru Selatan,2021,644441.0,86.49,66.25,20.0,923.19,7600.0,15.89,58.54,7.95,66.36
Maluku,Buru Selatan,2022,677044.0,86.79,66.81,21.0,974.2,7716.0,14.75,61.69,,66.69
Maluku,Buru Selatan,2023,743721.0,87.21,67.68,22.0,1018.86,8108.0,15.28,63.74,8.23,66.96
Maluku,Buru Selatan,2024,769919.0,87.26,68.54,22.0,1069.47,8474.0,14.91,84.81,8.48,67.15
Maluku,Kepulauan Aru,2020,490565.0,88.19,66.88,13.0,,7586.0,26.26,39.18,8.82,62.87
Maluku,Kepulauan Aru,2021,516604.0,88.6,66.99,13.0,2356.73,7623.0,26.53,39.66,8.83,62.96
Maluku,Kepulauan Aru,2022,562416.0,88.84,67.36,13.0,2489.55,7733.0,23.51,33.22,8.87,63.29
Maluku,Kepulauan Aru,2023,626086.0,89.16,68.19,13.0,2613.29,8133.0,24.21,38.0,8.97,63.57
Maluku,Kepulauan Aru,2024,644112.0,89.52,69.0,13.0,2755.77,8488.0,23.39,83.85,9.21,63.76
Maluku,Kepulauan Tanimbar (Maluku Tenggara Barat),2020,479402.0,86.44,65.75,28.0,1685.32,6297.0,,89.75,9.68,63.42
Maluku,Kepulauan Tanimbar (Maluku Tenggara Barat),2021,506106.0,86.6,65.85,28.0,1749.81,6335.0,27.27,84.88,9.69,63.45
Maluku,Kepulauan Tanimbar (Maluku Tenggara Barat),2022,546300.0,86.91,66.33,28.0,1848.74,6473.0,23.88,86.96,9.77,63.73
Maluku,Kepulauan Tanimbar (Maluku Tenggara Barat),2023,615768.0,87.13,67.04,29.0,,6722.0,24.47,87.77,9.91,63.99
Maluku,Kepulauan Tanimbar (Maluku Tenggara Barat),2024,645956.0,87.55,67.69,29.0,2019.45,7091.0,23.66,92.89,9.92,64.11
Maluku,Kota Ambon,2020,596042.0,97.78,81.69,1163.0,10192.38,14116.0,4.51,89.24,11.92,70.52
Maluku,Kota Ambon,2021,621482.0,97.83,82.07,1164.0,10608.0,14148.0,,90.56,,70.63
Maluku,Kota Ambon,2022,661016.0,97.86,82.44,1471.0,11149.41,14405.0,4.68,90.79,12.21,71.0
Maluku,Kota Ambon,2023,716560.0,97.86,82.84,1516.0,11647.43,14692.0,5.25,91.32,12.22,71.37
Maluku,Kota Ambon,2024,750166.0,97.95,83.37,1532.0,12341.94,15196.0,5.13,98.22,12.24,71.62
Maluku,Kota Tual,2020,574105.0,88.11,70.24,347.0,1498.28,7351.0,22.51,83.47,10.52,65.47
Maluku,Kota Tual,2021,600172.0,88.31,70.44,355.0,1551.95,7405.0,23.26,83.27,10.53,65.68
Maluku,Kota Tual,2022,640542.0,88.46,70.85,396.0,1639.65,7519.0,20.56,83.44,10.54,66.16
Maluku,Kota Tual,2023,722498.0,88.56,71.67,389.0,1735.59,7825.0,20.68,89.24,10.66,66.65
Maluku,Kota Tual,2024,746967.0,88.82,72.48,394.0,1821.2,8238.0,,95.56,10.67,67.01
Maluku,Maluku Barat Daya,2020,521899.0,90.08,64.66,18.0,1063.73,6890.0,29.15,66.41,8.35,62.38
Maluku,Maluku Barat Daya,2021,535594.0,90.29,65.14,18.0,1270.17,6918.0,29.55,82.65,8.59,62.55
Maluku,Maluku Barat Daya,2022,586021.0,90.33,65.84,18.0,1400.79,7010.0,27.64,76.75,8.77,62.98
Maluku,Maluku Barat Daya,2023,658036.0,90.47,66.71,19.0,1746.73,7223.0,28.78,82.61,8.92,63.39
Maluku,Maluku Barat Daya,2024,686428.0,90.65,67.68,19.0,1863.84,7600.0,27.95,96.14,9.13,63.7
Maluku,Maluku Tengah,2020,503800.0,98.38,73.2,53.0,,10210.0,19.83,72.9,9.67,66.42
Maluku,Maluku Tengah,2021,515582.0,98.41,73.27,53.0,6033.67,10243.0,19.84,74.24,9.68,66.45
Maluku,Maluku Tengah,2022,542782.0,98.22,73.73,52.0,,10406.0,17.46,74.05,9.76,66.73
Maluku,Maluku Tengah,2023,589125.0,97.9,74.34,53.0,6623.88,10788.0,17.84,79.42,9.78,67.04
Maluku,Maluku Tengah,2024,614323.0,98.33,75.1,53.0,6973.51,11183.0,17.67,93.4,9.79,67.26
Maluku,Maluku Tenggara,2020,517821.0,96.63,68.57,118.0,1966.83,7545.0,22.57,77.89,9.73,65.07
Maluku,Maluku Tenggara,2021,549047.0,96.65,68.69,119.0,,7580.0,22.73,86.47,9.76,65.14
Maluku,Maluku Tenggara,2022,595041.0,96.59,69.23,122.0,2148.91,7795.0,21.19,71.96,9.78,65.46
Maluku,Maluku Tenggara,2023,669140.0,96.58,69.91,123.0,2252.97,8174.0,21.79,73.16,9.79,65.78
Maluku,Maluku Tenggara,2024,695738.0,96.78,70.58,124.0,2375.56,8553.0,21.22,93.48,9.84,66.02
Maluku,Seram Bagian Barat,2020,419793.0,98.44,69.68,42.0,1963.37,8690.0,,63.62,8.87,61.69
Maluku,Seram Bagian Barat,2021,427355.0,98.53,69.9,43.0,,8720.0,25.27,62.64,8.92,61.85
Maluku,Seram Bagian Barat,2022,449297.0,98.77,70.76,44.0,2144.15,8890.0,22.25,64.74,9.24,62.25
Maluku,Seram Bagian Barat,2023,486747.0,98.63,71.68,44.0,,9324.0,22.39,69.17,9.35,62.61
Maluku,Seram Bagian Barat,2024,508517.0,98.4,72.54,45.0,2370.29,9706.0,22.31,93.58,9.59,62.9
Maluku,Seram Bagian Timur,2020,398430.0,87.67,68.11,21.0,1935.79,9453.0,,57.34,8.43,59.41
Maluku,Seram Bagian Timur,2021,403573.0,88.39,68.29,22.0,1966.86,9480.0,23.25,65.25,8.46,59.62
Maluku,Seram Bagian Timur,2022,421902.0,88.43,69.05,25.0,2047.51,9591.0,20.73,71.86,8.71,60.06
Maluku,Seram Bagian Timur,2023,458176.0,88.88,69.84,25.0,2127.49,10020.0,,72.91,8.82,60.46
Maluku,Seram Bagian Timur,2024,478721.0,88.83,70.28,26.0,2203.64,10049.0,,80.48,9.0,60.8
Maluku Utara,Halmahera Barat,2020,339283.0,88.3,66.96,71.0,1530.0,7352.0,8.82,80.34,8.35,66.25
Maluku Utara,Halmahera Barat,2021,358707.0,88.48,67.2,79.0,1548.4,7467.0,8.95,73.32,8.37,66.34
Maluku Utara,Halmahera Barat,2022,379108.0,88.89,67.84,81.0,1597.2,7636.0,8.43,67.77,8.57,66.64
Maluku Utara,Halmahera Barat,2023,414870.0,89.12,68.56,61.0,1632.9,8046.0,8.74,76.39,8.58,66.91
Maluku Utara,Halmahera Barat,2024,455327.0,89.3,69.2,62.0,1728.7,8426.0,8.75,80.66,8.59,67.13
Maluku Utara,Halmahera Selatan,2020,324767.0,86.49,65.42,29.0,5724.0,7068.0,5.21,61.19,7.93,65.86
Maluku Utara,Halmahera Selatan,2021,343323.0,87.3,65.88,31.0,,7142.0,5.19,57.97,,65.93
Maluku Utara,Halmahera Selatan,2022,362100.0,87.38,66.78,31.0,,7479.0,4.99,70.25,8.16,66.22
Maluku Utara,Halmahera Selatan,2023,400768.0,87.58,67.55,32.0,10144.1,7883.0,5.68,74.79,8.17,66.5
Maluku Utara,Halmahera Selatan,2024,449334.0,87.79,68.43,33.0,12573.6,8210.0,5.63,77.43,8.42,66.71
Maluku Utara,Halmahera Tengah,2020,466973.0,89.53,67.97,22.0,,7841.0,13.56,72.4,9.0,63.91
Maluku Utara,Halmahera Tengah,2021,491657.0,89.78,68.38,22.0,5247.0,7966.0,13.52,80.7,,64.15
Maluku Utara,Halmahera Tengah,2022,507555.0,90.18,68.95,22.0,10618.8,8212.0,12.0,81.93,,64.61
Maluku Utara,Halmahera Tengah,2023,552350.0,90.46,69.95,27.0,15122.7,8675.0,11.44,80.45,9.19,65.06
Maluku Utara,Halmahera Tengah,2024,593903.0,90.6,70.94,27.0,17905.3,9140.0,10.71,82.69,,65.35
Maluku Utara,Halmahera Timur,2020,569464.0,81.43,67.47,15.0,,7876.0,15.45,70.86,8.26,68.88
Maluku Utara,Halmahera Timur,2021,600339.0,81.56,67.7,14.0,,7973.0,,70.1,8.27,69.08
Maluku Utara,Halmahera Timur,2022,624983.0,82.09,68.62,14.0,,8230.0,13.14,79.79,8.52,69.5
Maluku Utara,Halmahera Timur,2023,631233.0,82.59,69.48,15.0,,8650.0,12.47,81.64,8.66,69.9
Maluku Utara,Halmahera Timur,2024,655936.0,82.69,70.35,15.0,,8999.0,11.91,82.26,8.88,70.04
Maluku Utara,Halmahera Utara,2020,248544.0,89.44,68.26,51.0,,7414.0,4.45,70.25,8.51,69.56
Maluku Utara,Halmahera Utara,2021,263507.0,89.35,68.58,51.0,,7519.0,5.22,68.99,8.62,69.61
Maluku Utara,Halmahera Utara,2022,301041.0,89.73,69.13,52.0,,7774.0,4.58,64.93,8.63,69.88
Maluku Utara,Halmahera Utara,2023,378968.0,90.03,69.79,60.0,,8152.0,4.62,69.58,8.65,70.11
Maluku Utara,Halmahera Utara,2024,425857.0,90.25,70.52,61.0,,8607.0,4.71,70.19,8.67,70.35
Maluku Utara,Kepulauan Sula,2020,372561.0,91.97,65.72,32.0,1641.3,6950.0,8.35,77.49,8.95,63.3
Maluku Utara,Kepulauan Sula,2021,391912.0,92.36,65.99,32.0,1662.7,7040.0,8.23,81.31,9.0,63.39
Maluku Utara,Kepulauan Sula,2022,414512.0,92.77,66.9,32.0,1722.0,7417.0,7.64,82.09,,63.68
Maluku Utara,Kepulauan Sula,2023,453476.0,92.85,67.49,33.0,1767.7,7718.0,8.17,82.58,,63.94
Maluku Utara,Kepulauan Sula,2024,485242.0,93.19,68.19,33.0,1885.2,8020.0,7.96,83.72,9.17,64.22
Maluku Utara,Kota Ternate,2020,595553.0,91.83,80.32,2138.0,,13091.0,3.46,94.4,11.71,70.97
Maluku Utara,Kota Ternate,2021,629463.0,91.87,80.63,1848.0,,13290.0,3.55,99.23,11.81,71.06
Maluku Utara,Kota Ternate,2022,661459.0,92.28,81.28,1856.0,7731.0,13586.0,,95.56,,71.38
Maluku Utara,Kota Ternate,2023,668074.0,92.37,81.79,1307.0,,14042.0,3.39,98.29,,71.7
Maluku Utara,Kota Ternate,2024,701354.0,92.24,82.59,1322.0,,14731.0,3.14,98.53,,71.98
Maluku Utara,Kota Tidore Kepulauan,2020,448352.0,95.47,71.57,62.0,,8188.0,6.52,88.15,9.73,69.34
Maluku Utara,Kota Tidore Kepulauan,2021,472651.0,95.84,72.04,71.0,,8316.0,6.58,90.55,9.95,69.43
Maluku Utara,Kota Tidore Kepulauan,2022,484983.0,96.04,72.57,72.0,,8586.0,5.99,88.76,9.96,69.75
Maluku Utara,Kota Tidore Kepulauan,2023,540752.0,96.34,73.4,70.0,,9034.0,6.35,91.77,9.97,70.1
Maluku Utara,Kota Tidore Kepulauan,2024,581193.0,96.59,74.01,71.0,,9269.0,6.56,92.16,,70.22
Maluku Utara,Pulau Morotai,2020,276746.0,69.75,63.69,28.0,1052.5,6290.0,6.46,62.45,7.39,67.18
Maluku Utara,Pulau Morotai,2021,291879.0,69.75,64.09,31.0,1073.9,6378.0,6.52,71.5,,67.35
Maluku Utara,Pulau Morotai,2022,301712.0,70.85,64.99,32.0,1107.3,6767.0,5.42,68.56,7.42,67.74
Maluku Utara,Pulau Morotai,2023,379931.0,71.58,65.93,34.0,1134.7,7141.0,5.38,68.52,7.55,68.1
Maluku Utara,Pulau Morotai,2024,428136.0,72.61,66.91,34.0,1194.9,7523.0,,70.06,7.73,68.39
Maluku Utara,Pulau Taliabu,2020,401710.0,83.29,62.5,36.0,996.2,6390.0,,61.94,7.66,62.1
Maluku Utara,Pulau Taliabu,2021,425241.0,83.29,62.75,40.0,1123.1,6467.0,7.49,65.37,7.67,62.22
Maluku Utara,Pulau Taliabu,2022,448735.0,83.81,63.65,41.0,1162.0,6623.0,6.88,62.65,7.94,62.53
Maluku Utara,Pulau Taliabu,2023,491203.0,84.51,64.31,20.0,1192.2,6939.0,7.31,65.91,7.97,62.79
Maluku Utara,Pulau Taliabu,2024,525953.0,84.93,64.88,21.0,1245.8,7226.0,7.13,67.09,7.99,63.05
Nusa Tenggara Barat,Bima,2020,356352.0,91.5,66.3,117.0,7943.64,8468.0,14.49,81.83,7.78,66.33
Nusa Tenggara Barat,Bima,2021,363228.0,91.87,66.66,119.0,,8495.0,14.88,81.04,7.91,66.5
Nusa Tenggara Barat,Bima,2022,395040.0,92.44,67.57,125.0,8314.53,8699.0,,83.33,8.17,66.87
Nusa Tenggara Barat,Bima,2023,429327.0,92.2,70.33,127.0,8640.92,8963.0,14.39,85.24,8.29,67.27
Nusa Tenggara Barat,Bima,2024,451386.0,92.33,70.99,129.0,8884.21,9418.0,13.88,87.9,,67.52
