Provinsi,Kabupaten_Kota,Tahun,Garis Kemiskinan (Rupiah/Kapita/Bulan),Indeks Pembangunan Gender,Indeks Pembangunan Manusia,Kepadatan Penduduk (Jiwa/km2),PDRB ADHK (Milyar Rupiah),Pengeluaran Per Kapita yang Disesuaikan (Rupiah/Kapita/Tahun),Persentase Penduduk Miskin (%),Persentase Rumah Tangga yang memiliki Akses Sanitasi Layak (%),Rata-Rata Lama Sekolah (Tahun),Umur Harapan Hidup (Tahun)
Banten,Pandeglang,2020,361713.0,86.71,68.86,463.0,19511.68,8572.0,9.92,50.15,,64.66
Banten,Pandeglang,2021,390754.0,86.83,69.02,469.0,20116.9,8635.0,10.72,49.11,,64.79
Banten,Pandeglang,2022,416248.0,86.93,69.7,472.0,20814.77,8827.0,9.32,62.14,7.13,65.2
Banten,Pandeglang,2023,455297.0,87.09,70.28,474.0,21340.73,9151.0,9.27,62.08,7.15,65.58
Banten,Pandeglang,2024,479886.0,87.23,70.88,478.0,21928.59,9574.0,9.18,63.66,7.16,65.79
Banten,Serang,2020,341074.0,92.14,70.93,936.0,52866.43,10665.0,4.94,77.57,,64.64
Banten,Serang,2021,362102.0,91.98,71.05,950.0,54844.65,10713.0,5.49,80.34,7.51,64.76
Banten,Serang,2022,385864.0,92.32,71.99,1142.0,57605.99,10916.0,4.96,82.38,7.78,65.18
Banten,Serang,2023,425751.0,92.49,72.63,1144.0,60369.96,11320.0,4.85,84.07,7.79,65.6
Banten,Serang,2024,449291.0,92.54,73.28,1158.0,63255.33,11767.0,4.51,85.31,7.88,65.9
Banten,Tangerang,2020,520742.0,90.98,74.09,3208.0,93480.39,12203.0,6.23,82.23,8.39,69.89
Banten,Tangerang,2021,545065.0,91.08,74.47,3255.0,97869.38,12273.0,,85.89,8.61,69.93
Banten,Tangerang,2022,576122.0,91.24,75.15,3262.0,103219.4,12427.0,6.92,86.63,8.92,70.28
Banten,Tangerang,2023,604362.0,91.67,75.56,3272.0,108569.8,12749.0,6.93,87.75,8.93,70.65
Banten,Tangerang,2024,632941.0,91.69,76.19,3309.0,113998.2,13254.0,6.55,89.38,,70.88
Bengkulu,Bengkulu Selatan,2020,394513.0,94.14,72.81,136.0,3624.59,9837.0,17.82,72.02,9.26,67.9
Bengkulu,Bengkulu Selatan,2021,408904.0,94.31,72.93,142.0,3742.51,9916.0,18.16,74.73,9.27,67.93
Bengkulu,Bengkulu Selatan,2022,435955.0,94.72,73.58,139.0,3871.61,10318.0,17.86,84.09,9.39,68.15
Bengkulu,Bengkulu Selatan,2023,467762.0,94.74,74.06,141.0,3994.82,10657.0,17.51,83.81,9.41,68.4
Bengkulu,Bengkulu Selatan,2024,492627.0,94.76,74.53,142.0,4169.51,11040.0,,84.42,9.42,68.53
Bengkulu,Bengkulu Tengah,2020,431688.0,86.83,69.42,103.0,2885.34,9392.0,,85.44,7.47,68.19
Bengkulu,Bengkulu Tengah,2021,447435.0,87.04,69.78,96.0,2951.44,9471.0,9.68,80.23,7.48,68.19
Bengkulu,Bengkulu Tengah,2022,512084.0,87.29,70.29,106.0,,9697.0,9.76,74.65,7.49,68.37
Bengkulu,Bengkulu Tengah,2023,549468.0,87.25,70.81,107.0,3157.25,10114.0,,83.07,7.51,68.52
Bengkulu,Bengkulu Tengah,2024,582468.0,87.43,71.67,108.0,3282.44,10672.0,10.14,83.17,7.71,68.64
Bengkulu,Bengkulu Utara,2020,387881.0,91.23,70.81,66.0,5216.35,10263.0,11.67,79.23,7.87,68.19
Bengkulu,Bengkulu Utara,2021,398746.0,91.39,71.28,69.0,5425.36,10410.0,11.61,81.37,,68.27
Bengkulu,Bengkulu Utara,2022,423857.0,91.39,71.76,68.0,5595.96,10774.0,11.48,83.44,,68.53
Bengkulu,Bengkulu Utara,2023,459171.0,91.47,72.27,68.0,5829.87,11188.0,11.29,82.84,,68.77
Bengkulu,Bengkulu Utara,2024,484432.0,91.59,73.1,69.0,6088.15,11715.0,10.96,85.53,8.32,68.99
Bengkulu,Kaur,2020,338451.0,87.12,69.52,49.0,2263.55,8593.0,18.47,76.09,8.37,66.63
Bengkulu,Kaur,2021,350794.0,87.17,69.71,54.0,,8638.0,18.62,78.63,8.38,66.73
Bengkulu,Kaur,2022,371660.0,87.51,70.3,50.0,2421.45,9009.0,,81.23,8.39,67.01
Bengkulu,Kaur,2023,415715.0,87.72,70.92,50.0,2503.82,9365.0,17.83,86.43,8.41,67.27
Bengkulu,Kaur,2024,432939.0,87.71,71.53,51.0,2607.62,9742.0,,87.01,8.47,67.51
Bengkulu,Kepahiang,2020,396184.0,95.8,69.91,200.0,2805.56,9273.0,14.69,65.95,8.24,67.95
Bengkulu,Kepahiang,2021,410569.0,95.73,70.38,228.0,2894.35,9377.0,14.83,66.89,8.29,68.08
Bengkulu,Kepahiang,2022,433660.0,96.11,70.85,205.0,3015.57,9708.0,14.53,64.58,,68.28
Bengkulu,Kepahiang,2023,465292.0,96.01,71.38,206.0,3136.44,10044.0,,69.25,8.36,68.46
Bengkulu,Kepahiang,2024,488445.0,96.08,72.05,209.0,3270.63,10620.0,,69.81,8.37,68.61
Bengkulu,Kota Bengkulu,2020,702578.0,95.67,82.31,2485.0,15301.49,13938.0,17.65,95.71,11.79,70.13
Bengkulu,Kota Bengkulu,2021,740612.0,95.77,82.49,2496.0,15833.19,14108.0,17.89,95.79,,70.2
Bengkulu,Kota Bengkulu,2022,785905.0,96.07,82.93,2560.0,16733.94,14503.0,15.73,94.49,11.82,70.46
Bengkulu,Kota Bengkulu,2023,810507.0,96.12,83.38,2602.0,17658.93,14924.0,14.71,93.94,11.83,70.74
Bengkulu,Kota Bengkulu,2024,820354.0,96.13,83.95,2643.0,18609.94,15542.0,13.76,96.15,11.84,71.03
Bengkulu,Lebong,2020,424637.0,91.6,71.2,64.0,2126.72,11124.0,11.85,46.8,7.99,63.29
Bengkulu,Lebong,2021,440127.0,91.86,71.67,56.0,2192.26,11317.0,12.0,51.55,8.18,63.4
Bengkulu,Lebong,2022,472738.0,92.19,72.35,64.0,2257.54,11644.0,,51.92,8.24,63.68
Bengkulu,Lebong,2023,507046.0,92.06,72.95,66.0,2321.72,12012.0,11.15,55.62,8.26,63.93
Bengkulu,Lebong,2024,532432.0,92.09,73.54,67.0,2421.54,12362.0,10.45,59.38,8.41,64.13
Bengkulu,Mukomuko,2020,448127.0,83.88,71.47,46.0,3327.35,10266.0,11.72,81.04,8.29,66.64
Bengkulu,Mukomuko,2021,464473.0,84.03,71.67,48.0,3438.68,10405.0,11.93,86.78,,66.73
Bengkulu,Mukomuko,2022,494426.0,84.22,72.15,48.0,3587.44,10747.0,11.44,79.12,8.31,67.0
Bengkulu,Mukomuko,2023,534660.0,84.87,73.0,48.0,3719.67,11075.0,10.76,80.94,8.56,67.3
Bengkulu,Mukomuko,2024,566069.0,85.11,73.65,49.0,3870.27,11665.0,10.76,85.82,8.57,67.57
Bengkulu,Rejang Lebong,2020,472555.0,93.78,72.51,179.0,,10234.0,15.85,70.02,8.28,68.57
Bengkulu,Rejang Lebong,2021,487490.0,93.72,72.85,170.0,6274.23,10323.0,15.85,71.5,8.33,68.75
Bengkulu,Rejang Lebong,2022,530029.0,93.83,73.54,182.0,,10547.0,15.65,70.2,8.55,69.0
Bengkulu,Rejang Lebong,2023,566433.0,94.24,74.43,184.0,6808.99,10848.0,14.79,64.41,,69.22
Bengkulu,Rejang Lebong,2024,595125.0,94.31,75.04,186.0,,11385.0,14.65,71.81,8.81,69.42
Bengkulu,Seluma,2020,400090.0,85.65,68.87,85.0,2870.32,8220.0,18.56,78.26,7.99,67.75
Bengkulu,Seluma,2021,414446.0,85.93,69.0,88.0,2932.95,8256.0,18.72,84.29,8.0,67.9
Bengkulu,Seluma,2022,444931.0,86.16,69.74,88.0,3018.64,8657.0,18.36,86.16,,68.13
Bengkulu,Seluma,2023,478617.0,86.3,70.27,88.0,3097.53,8949.0,18.0,87.17,8.13,68.35
Bengkulu,Seluma,2024,502739.0,86.4,70.98,89.0,,9474.0,17.23,88.75,8.14,68.53
DI Yogyakarta,Bantul,2020,405613.0,95.12,80.01,1940.0,18839.37,15517.0,,97.96,9.55,73.86
DI Yogyakarta,Bantul,2021,418265.0,95.19,80.28,1970.0,19781.89,15545.0,,96.2,9.57,73.89
DI Yogyakarta,Bantul,2022,445511.0,95.36,80.69,1980.0,20809.22,16002.0,12.27,96.05,9.59,73.9
DI Yogyakarta,Bantul,2023,488340.0,95.54,81.74,1992.0,21861.77,16524.0,11.95,97.3,9.79,73.94
DI Yogyakarta,Bantul,2024,510740.0,95.67,82.05,2008.0,22964.66,16851.0,11.66,96.46,9.81,74.17
DI Yogyakarta,Gunung Kidul,2020,319851.0,84.73,69.98,522.0,13512.44,9486.0,,95.8,7.21,74.12
DI Yogyakarta,Gunung Kidul,2021,325907.0,85.31,70.16,510.0,14230.14,9505.0,17.69,96.0,,74.19
DI Yogyakarta,Gunung Kidul,2022,350739.0,85.82,70.96,523.0,14994.23,9874.0,15.86,96.57,7.31,74.23
DI Yogyakarta,Gunung Kidul,2023,382249.0,85.93,71.46,507.0,15749.22,10065.0,,95.78,7.32,74.24
DI Yogyakarta,Gunung Kidul,2024,401209.0,86.67,72.14,506.0,16506.42,10630.0,15.18,97.63,7.35,74.35
DI Yogyakarta,Kota Yogyakarta,2020,533423.0,98.16,86.61,11495.0,27016.5,18678.0,7.27,96.49,11.46,74.65
DI Yogyakarta,Kota Yogyakarta,2021,556674.0,98.32,87.18,11579.0,28409.76,18801.0,7.69,98.17,11.72,74.76
DI Yogyakarta,Kota Yogyakarta,2022,601905.0,98.48,87.69,11546.0,29863.0,19319.0,6.62,92.82,11.89,74.83
DI Yogyakarta,Kota Yogyakarta,2023,662267.0,98.47,88.61,11560.0,31378.8,19920.0,6.49,96.55,,74.91
DI Yogyakarta,Kota Yogyakarta,2024,686973.0,98.65,89.1,11562.0,32964.35,20603.0,6.26,96.27,,75.11
DI Yogyakarta,Kulon Progo,2020,353807.0,95.07,74.46,744.0,8468.29,10041.0,,95.06,8.86,75.24
DI Yogyakarta,Kulon Progo,2021,360202.0,95.09,74.71,756.0,8838.14,10069.0,18.38,95.95,,75.27
DI Yogyakarta,Kulon Progo,2022,381666.0,95.54,75.46,782.0,9419.36,10511.0,16.39,96.43,9.17,75.28
DI Yogyakarta,Kulon Progo,2023,416870.0,95.27,75.82,756.0,9951.95,10723.0,15.64,97.19,9.18,75.29
DI Yogyakarta,Kulon Progo,2024,438007.0,95.29,76.18,760.0,10426.23,10990.0,15.62,97.16,,75.41
DI Yogyakarta,Sleman,2020,411610.0,96.2,83.84,1959.0,33857.33,15926.0,,97.55,10.91,74.81
DI Yogyakarta,Sleman,2021,422933.0,96.25,84.0,1977.0,35755.93,16060.0,8.64,98.41,10.92,74.92
DI Yogyakarta,Sleman,2022,450763.0,96.36,84.31,2000.0,37596.42,16438.0,7.74,97.42,10.94,75.0
DI Yogyakarta,Sleman,2023,491652.0,96.4,84.86,2013.0,39508.68,16976.0,7.52,95.78,,75.08
DI Yogyakarta,Sleman,2024,513926.0,96.52,85.71,2033.0,41560.0,17586.0,7.46,96.43,11.33,75.29
DKI Jakarta,Kepulauan Seribu,2020,661852.0,93.39,74.19,2726.0,3706.25,12412.0,14.87,82.27,8.68,68.76
DKI Jakarta,Kepulauan Seribu,2021,670785.0,93.39,74.65,2774.0,3648.88,12587.0,,83.75,8.81,68.99
DKI Jakarta,Kepulauan Seribu,2022,701088.0,93.69,75.34,2841.0,,12999.0,,85.66,,69.2
DKI Jakarta,Kepulauan Seribu,2023,743820.0,93.6,75.91,2659.0,,13523.0,13.13,82.55,,69.61
DKI Jakarta,Kepulauan Seribu,2024,775909.0,93.62,76.69,2686.0,,14110.0,,89.1,9.26,69.78
DKI Jakarta,Kota Jakarta Barat,2020,557803.0,95.16,82.33,19564.0,316172.6,20468.0,4.25,94.01,10.63,73.62
DKI Jakarta,Kota Jakarta Barat,2021,570330.0,95.37,82.7,19608.0,327613.1,20801.0,4.31,97.75,10.78,73.69
DKI Jakarta,Kota Jakarta Barat,2022,599514.0,95.39,83.43,19680.0,345619.6,21357.0,4.22,91.65,11.13,73.81
DKI Jakarta,Kota Jakarta Barat,2023,657247.0,95.39,83.85,19760.0,363931.2,21709.0,,93.96,11.23,74.16
DKI Jakarta,Kota Jakarta Barat,2024,685071.0,95.66,84.4,19837.0,383113.1,22119.0,3.94,94.94,11.24,74.48
DKI Jakarta,Kota Jakarta Pusat,2020,672328.0,96.0,82.22,20177.0,449518.1,17179.0,4.51,90.05,11.38,74.11
DKI Jakarta,Kota Jakarta Pusat,2021,689379.0,96.11,82.38,20360.0,460024.3,17365.0,4.94,89.56,11.39,74.19
DKI Jakarta,Kota Jakarta Pusat,2022,733176.0,96.41,82.9,20618.0,481954.4,17765.0,,92.35,11.53,74.48
DKI Jakarta,Kota Jakarta Pusat,2023,784679.0,96.28,83.29,22061.0,506560.7,18202.0,4.68,93.09,11.54,74.81
DKI Jakarta,Kota Jakarta Pusat,2024,818722.0,96.24,83.75,21955.0,532606.9,18661.0,4.63,90.3,11.61,75.09
DKI Jakarta,Kota Jakarta Selatan,2020,782731.0,96.14,85.4,14430.0,419257.2,23575.0,3.43,90.07,11.63,74.12
DKI Jakarta,Kota Jakarta Selatan,2021,792684.0,96.28,85.58,14475.0,429278.0,23888.0,3.56,96.51,11.64,74.2
DKI Jakarta,Kota Jakarta Selatan,2022,842630.0,96.48,85.87,14545.0,451772.7,24221.0,3.52,95.45,11.66,74.49
DKI Jakarta,Kota Jakarta Selatan,2023,891580.0,97.16,86.71,15424.0,475806.2,24975.0,,94.46,11.75,74.78
DKI Jakarta,Kota Jakarta Selatan,2024,928278.0,97.3,87.57,15390.0,500422.7,25573.0,,92.61,11.95,75.02
DKI Jakarta,Kota Jakarta Timur,2020,581954.0,95.48,82.84,16624.0,299515.2,17438.0,4.16,97.81,11.66,74.47
DKI Jakarta,Kota Jakarta Timur,2021,594849.0,95.44,83.14,16729.0,313816.5,17733.0,4.28,96.73,11.67,74.54
DKI Jakarta,Kota Jakarta Timur,2022,630842.0,95.92,83.6,16879.0,329546.3,18199.0,,94.32,11.73,74.83
DKI Jakarta,Kota Jakarta Timur,2023,669713.0,95.98,84.26,16598.0,346508.7,18712.0,,94.19,11.88,75.12
DKI Jakarta,Kota Jakarta Timur,2024,697472.0,95.9,84.76,16633.0,362068.1,19193.0,,97.15,11.99,75.38
DKI Jakarta,Kota Jakarta Utara,2020,594240.0,93.53,81.04,12708.0,312100.6,18437.0,6.78,89.58,,73.28
DKI Jakarta,Kota Jakarta Utara,2021,609310.0,93.6,81.26,12749.0,330883.9,18762.0,7.24,90.61,10.81,73.35
DKI Jakarta,Kota Jakarta Utara,2022,645431.0,93.84,81.56,12812.0,350233.7,19201.0,7.24,88.92,10.82,73.47
DKI Jakarta,Kota Jakarta Utara,2023,684557.0,94.03,81.85,12288.0,364823.9,19617.0,6.78,90.96,10.84,73.59
DKI Jakarta,Kota Jakarta Utara,2024,712835.0,94.43,82.13,12333.0,380461.1,20032.0,6.44,91.39,10.85,73.69
Gorontalo,Boalemo,2020,426961.0,81.15,66.5,96.0,,8789.0,18.57,63.19,6.82,69.07
Gorontalo,Boalemo,2021,450724.0,81.52,67.02,97.0,3568.35,8940.0,19.0,68.82,7.0,69.3
Gorontalo,Boalemo,2022,472906.0,82.72,67.86,81.0,3677.31,9543.0,18.74,74.62,,69.61
Gorontalo,Boalemo,2023,525007.0,83.17,68.78,83.0,,9941.0,18.38,69.91,,69.92
Gorontalo,Boalemo,2024,551189.0,83.61,69.34,84.0,3977.26,10401.0,17.83,73.11,7.31,70.11
Gorontalo,Bone Bolango,2020,424275.0,87.54,70.5,82.0,3155.95,10052.0,15.81,77.22,8.31,68.46
Gorontalo,Bone Bolango,2021,449543.0,88.23,70.76,83.0,3225.23,10198.0,,73.57,8.32,68.52
Gorontalo,Bone Bolango,2022,475874.0,88.72,71.39,88.0,,10676.0,,76.75,8.33,68.88
Gorontalo,Bone Bolango,2023,505252.0,88.84,71.97,89.0,,11114.0,15.51,78.15,8.35,69.24
Gorontalo,Bone Bolango,2024,531286.0,89.26,72.82,90.0,,11717.0,,79.99,8.52,69.49
Gorontalo,Gorontalo,2020,475102.0,81.67,68.1,225.0,8867.72,9277.0,17.56,78.18,7.13,67.58
Gorontalo,Gorontalo,2021,502964.0,82.72,68.53,226.0,9083.62,9412.0,17.89,76.82,,67.69
Gorontalo,Gorontalo,2022,531294.0,83.27,69.51,185.0,9440.54,9850.0,17.71,75.14,7.61,67.89
Gorontalo,Gorontalo,2023,568430.0,83.6,70.37,188.0,9866.47,10336.0,17.48,80.56,7.79,68.09
Gorontalo,Gorontalo,2024,605743.0,84.0,70.96,190.0,10271.71,10645.0,16.43,82.32,7.95,68.23
Gorontalo,Gorontalo Utara,2020,311200.0,81.16,66.29,75.0,,8921.0,16.88,71.8,,65.87
Gorontalo,Gorontalo Utara,2021,327531.0,81.17,66.64,75.0,2376.38,9064.0,17.23,79.03,7.15,65.93
Gorontalo,Gorontalo Utara,2022,346557.0,81.94,67.41,75.0,2454.88,9636.0,17.24,81.8,7.16,66.3
Gorontalo,Gorontalo Utara,2023,371302.0,82.37,68.0,77.0,,10037.0,,81.37,7.17,66.67
Gorontalo,Gorontalo Utara,2024,387535.0,82.8,68.83,78.0,2668.43,10476.0,16.86,84.07,,66.95
Gorontalo,Kota Gorontalo,2020,569538.0,86.23,77.13,2495.0,,12278.0,5.59,87.61,10.36,72.49
Gorontalo,Kota Gorontalo,2021,598363.0,86.76,77.41,2510.0,6347.38,12390.0,5.93,92.9,10.37,72.53
Gorontalo,Kota Gorontalo,2022,643531.0,87.28,78.22,2839.0,6608.49,13077.0,5.73,92.09,10.39,72.88
Gorontalo,Kota Gorontalo,2023,697650.0,87.74,78.64,2896.0,,13351.0,5.64,94.48,,73.25
Gorontalo,Kota Gorontalo,2024,723861.0,88.47,79.18,2930.0,7210.22,13860.0,5.74,93.89,10.41,73.55
Gorontalo,Pohuwato,2020,309174.0,91.36,67.49,35.0,4602.33,10255.0,17.62,66.03,,64.07
Gorontalo,Pohuwato,2021,327587.0,91.4,67.93,35.0,4704.13,10409.0,,76.2,7.26,64.3
Gorontalo,Pohuwato,2022,345924.0,92.05,68.67,34.0,4849.0,10913.0,17.87,78.32,7.35,64.62
Gorontalo,Pohuwato,2023,370530.0,92.27,69.3,35.0,5062.52,11018.0,17.64,82.42,7.59,64.95
Gorontalo,Pohuwato,2024,391236.0,92.39,70.19,35.0,5268.56,11618.0,,82.04,7.78,65.18
Jambi,Batang Hari,2020,450233.0,85.01,71.34,52.0,11662.61,9825.0,9.65,84.57,,70.56
Jambi,Batang Hari,2021,462468.0,85.23,71.61,53.0,12227.81,10032.0,,79.68,,70.64
Jambi,Batang Hari,2022,497857.0,85.44,71.99,58.0,13727.43,10173.0,9.63,80.26,8.21,70.93
Jambi,Batang Hari,2023,540168.0,85.57,72.5,58.0,14237.07,10528.0,9.45,82.86,8.22,71.22
Jambi,Batang Hari,2024,613093.0,85.95,73.12,59.0,14663.02,10872.0,8.63,85.37,8.35,71.55
Jambi,Bungo,2020,422801.0,88.54,72.46,78.0,12490.07,11471.0,,69.48,8.27,67.74
Jambi,Bungo,2021,436020.0,88.49,72.7,79.0,13113.57,11670.0,6.23,77.58,8.28,67.83
Jambi,Bungo,2022,470545.0,88.61,73.08,78.0,13733.32,11956.0,5.38,79.59,8.29,68.13
Jambi,Bungo,2023,517119.0,88.83,73.57,79.0,14377.22,12224.0,5.29,83.86,8.39,68.43
Jambi,Bungo,2024,607714.0,88.95,74.44,80.0,14851.3,12820.0,,86.16,,68.71
Jambi,Kerinci,2020,385571.0,86.65,72.47,75.0,6567.28,9995.0,,72.03,8.55,69.93
Jambi,Kerinci,2021,396168.0,86.81,72.72,75.0,6822.79,10184.0,7.71,66.32,8.56,70.0
Jambi,Kerinci,2022,443408.0,87.03,73.24,74.0,,10570.0,7.57,68.1,8.57,70.28
Jambi,Kerinci,2023,485838.0,87.15,73.77,74.0,7533.32,10965.0,7.54,68.98,8.59,70.55
Jambi,Kerinci,2024,606095.0,87.49,74.33,75.0,7877.28,11441.0,6.93,66.37,,70.8
Jambi,Kota Jambi,2020,529090.0,94.03,79.19,2951.0,18271.13,12056.0,8.27,95.03,10.92,72.65
Jambi,Kota Jambi,2021,563403.0,94.42,79.94,3.0,19494.09,12240.0,,93.22,,72.71
Jambi,Kota Jambi,2022,605556.0,94.8,80.38,3647.0,20540.75,12597.0,8.33,92.82,11.21,72.99
Jambi,Kota Jambi,2023,667447.0,95.01,80.93,3695.0,21810.34,12783.0,8.24,98.08,11.32,73.29
Jambi,Kota Jambi,2024,757014.0,95.18,81.77,3738.0,22896.42,13388.0,7.73,96.72,11.51,73.66
Jambi,Kota Sungai Penuh,2020,401966.0,94.31,76.02,247.0,4600.23,10248.0,,81.56,10.32,72.11
Jambi,Kota Sungai Penuh,2021,426380.0,94.41,76.3,250.0,4768.84,10454.0,3.41,74.04,10.33,72.21
Jambi,Kota Sungai Penuh,2022,450708.0,94.49,76.75,272.0,4980.13,10745.0,2.97,77.72,10.34,72.53
Jambi,Kota Sungai Penuh,2023,491568.0,94.54,77.2,273.0,5224.21,11027.0,3.0,83.52,10.36,72.86
Jambi,Kota Sungai Penuh,2024,610141.0,94.7,77.93,276.0,5490.46,11499.0,2.92,80.56,10.48,73.2
Jambi,Merangin,2020,440156.0,88.14,70.2,46.0,9863.65,10279.0,8.63,73.88,7.76,71.26
Jambi,Merangin,2021,453696.0,88.24,70.55,46.0,10380.35,10380.0,,71.07,,71.29
Jambi,Merangin,2022,489880.0,88.35,70.98,47.0,10973.63,10714.0,,75.7,7.91,71.53
Jambi,Merangin,2023,537492.0,88.82,71.81,49.0,11552.99,10969.0,,81.15,8.13,71.75
Jambi,Merangin,2024,617011.0,88.84,72.65,50.0,12078.18,11425.0,,82.03,,71.95
Jambi,Muaro Jambi,2020,409104.0,80.08,70.41,75.0,16183.86,8556.0,3.83,82.58,8.57,71.27
Jambi,Muaro Jambi,2021,425294.0,81.06,70.79,76.0,16825.15,8825.0,4.53,89.17,8.58,71.32
Jambi,Muaro Jambi,2022,462035.0,81.55,71.41,79.0,18178.83,9118.0,4.47,83.36,8.59,71.58
Jambi,Muaro Jambi,2023,535244.0,82.12,72.26,80.0,19319.97,9525.0,4.43,85.66,8.69,71.84
Jambi,Muaro Jambi,2024,617948.0,82.47,73.11,81.0,20511.24,10007.0,3.65,87.11,,72.09
Jambi,Sarolangun,2020,459092.0,90.55,71.63,47.0,10690.59,11616.0,8.42,72.87,7.87,69.17
Jambi,Sarolangun,2021,472866.0,90.81,72.02,48.0,11396.35,11792.0,8.87,76.03,,69.21
Jambi,Sarolangun,2022,497951.0,91.65,72.66,50.0,12163.62,12069.0,8.48,79.14,,69.46
Jambi,Sarolangun,2023,545939.0,91.38,73.05,51.0,12651.33,12392.0,8.54,79.79,8.14,69.7
Jambi,Sarolangun,2024,607306.0,92.0,73.76,52.0,13119.54,12679.0,8.36,82.34,8.35,69.92
Jambi,Tanjung Jabung Barat,2020,396113.0,85.66,69.62,68.0,30654.42,9480.0,10.29,65.89,7.71,68.12
Jambi,Tanjung Jabung Barat,2021,409631.0,85.79,70.26,69.0,31072.19,9699.0,10.75,81.89,8.0,68.17
Jambi,Tanjung Jabung Barat,2022,453956.0,86.17,70.88,59.0,31871.34,9968.0,10.0,73.53,8.18,68.43
Jambi,Tanjung Jabung Barat,2023,499318.0,86.51,71.44,60.0,32987.6,10229.0,9.79,77.87,8.31,68.67
Jambi,Tanjung Jabung Barat,2024,575337.0,86.53,72.01,60.0,34456.45,10696.0,9.54,78.32,8.32,68.91
Jambi,Tanjung Jabung Timur,2020,392778.0,87.5,67.58,42.0,17349.98,9026.0,10.95,61.88,,66.23
Jambi,Tanjung Jabung Timur,2021,406772.0,87.43,68.09,43.0,17373.51,9163.0,11.39,70.27,6.92,66.34
Jambi,Tanjung Jabung Timur,2022,468201.0,87.68,68.96,52.0,17471.86,9503.0,10.91,69.75,7.19,66.66
Jambi,Tanjung Jabung Timur,2023,514905.0,87.9,69.85,52.0,17850.09,9898.0,10.85,74.96,7.43,66.98
Jambi,Tanjung Jabung Timur,2024,592432.0,88.09,70.77,53.0,18695.01,10328.0,10.14,74.72,,67.26
Jambi,Tebo,2020,435523.0,90.06,70.51,52.0,10158.23,10389.0,6.26,81.48,7.58,69.99
Jambi,Tebo,2021,448461.0,90.4,70.73,53.0,10593.96,10546.0,6.68,83.38,7.59,70.02
Jambi,Tebo,2022,485883.0,90.92,71.14,56.0,11260.53,10725.0,6.34,78.29,,70.26
Jambi,Tebo,2023,528310.0,91.63,71.99,57.0,11766.75,10894.0,6.46,80.69,7.94,70.49
Jambi,Tebo,2024,590573.0,91.87,72.67,58.0,12234.47,11415.0,,85.89,,70.69
Jawa Barat,Bandung,2020,367403.0,93.95,72.69,2050.0,81060.97,10201.0,6.91,67.27,9.27,73.53
Jawa Barat,Bandung,2021,378819.0,93.85,73.03,2074.0,83949.37,10307.0,7.15,64.51,,73.72
Jawa Barat,Bandung,2022,398884.0,93.97,73.46,2136.0,88437.96,10588.0,,70.85,9.34,74.01
Jawa Barat,Bandung,2023,426069.0,94.03,74.03,2138.0,92830.17,11018.0,,66.67,9.36,74.27
Jawa Barat,Bandung,2024,455636.0,94.23,74.59,2156.0,97509.91,11392.0,6.19,69.12,9.45,74.53
Jawa Barat,Bandung Barat,2020,362212.0,79.06,68.81,1370.0,30640.41,8455.0,10.49,71.47,8.67,72.34
Jawa Barat,Bandung Barat,2021,374470.0,79.07,69.03,1389.0,31701.79,8546.0,,63.78,,72.52
Jawa Barat,Bandung Barat,2022,393956.0,79.69,69.82,1439.0,33393.29,9044.0,10.82,50.96,8.49,72.79
Jawa Barat,Bandung Barat,2023,426355.0,80.37,70.33,1449.0,35062.19,9392.0,10.52,56.93,8.41,73.1
Jawa Barat,Bandung Barat,2024,455325.0,81.02,70.77,1468.0,36793.68,9583.0,10.49,54.02,8.57,73.34
Jawa Barat,Bekasi,2020,518667.0,88.58,74.47,2541.0,242971.4,11241.0,4.82,88.82,,73.68
Jawa Barat,Bekasi,2021,549875.0,88.88,74.84,2578.0,251778.5,11341.0,5.21,81.02,9.72,73.81
Jawa Barat,Bekasi,2022,579221.0,89.37,75.6,2570.0,265120.5,11757.0,,89.99,9.84,74.04
Jawa Barat,Bekasi,2023,632811.0,89.53,76.13,2588.0,279224.9,12123.0,4.93,91.54,9.87,74.3
Jawa Barat,Bekasi,2024,674924.0,89.72,76.8,2617.0,293664.8,12500.0,,89.16,10.19,74.57
Jawa Barat,Bogor,2020,402877.0,89.23,71.63,2002.0,154113.6,10317.0,7.69,53.36,8.55,71.17
Jawa Barat,Bogor,2021,418483.0,89.4,71.83,2025.0,159589.6,10410.0,8.13,63.91,8.74,71.36
Jawa Barat,Bogor,2022,443787.0,89.95,72.45,1861.0,167966.2,10860.0,7.73,73.47,8.82,71.65
Jawa Barat,Bogor,2023,482174.0,90.2,73.02,1881.0,176683.6,11153.0,7.27,71.49,8.86,71.92
Jawa Barat,Bogor,2024,513512.0,90.17,73.63,1899.0,185882.3,11563.0,,67.18,8.89,72.16
Jawa Barat,Ciamis,2020,378108.0,86.61,71.57,869.0,21970.41,9288.0,7.62,69.2,,71.83
Jawa Barat,Ciamis,2021,389676.0,86.55,72.0,875.0,22774.93,9259.0,7.97,66.59,8.28,72.02
Jawa Barat,Ciamis,2022,405294.0,87.04,72.52,782.0,23918.89,9428.0,7.72,75.5,8.42,72.3
Jawa Barat,Ciamis,2023,442108.0,87.25,73.12,784.0,25111.71,9750.0,7.42,71.38,8.45,72.57
